Age,SLOCStandard,Readability,SimpleReadability,NVAR,NCOMP,Mcclure,McCabe,IndentSTD,MaximumBlockDepth,totalFanOut,Length,MaintainabilityIndex,SATD,Parameters,LocalVariables,ChangeAtMethodAge,NewAdditions,DiffSizes,EditDistances,CriticalEditDistances,TangledWMoveandFileRename,Buggycommiit,PotentiallyBuggycommit,RiskyCommit,file,Decision,Detection,result
2563,3#3#3,0.773914635181427#0.773914635181427#0.773914635181427,0.956574504598504#0.956574504598504#0.956574504598504,0#0#0,0#0#0,0#0#0,1#1#1,1.89#1.89#1.89,0#0#0,0#0#0,12.0#12.0#12.0,133.59722900390625#133.59722900390625#133.59722900390625,0#0#0,0#0#0,0#0#0,0#1890#2185,0#0#0,0#0#0,0#0#0,0#0#0,0#39#82,0#0#0,0#0#0,0#0#0,1311.json,NotBuggy,NotBuggy,
2030,3#3#3#3#3#3#3,0.23584148287773132#0.23584148287773132#0.22047793865203857#0.22047793865203857#0.22047793865203857#0.22047793865203857#0.23438479006290436,0.561193378066783#0.561193378066783#0.3385786661613696#0.3385786661613696#0.3385786661613696#0.3385786661613696#0.2932994115361013,0#0#0#0#0#0#0,0#0#0#0#0#0#0,0#0#0#0#0#0#0,1#1#1#1#1#1#1,1.89#1.89#1.89#1.89#1.89#1.89#1.89,0#0#0#0#0#0#0,3#3#4#4#4#4#4,24.0#24.0#29.0#29.0#29.0#29.0#30.0,129.2378692626953#129.2378692626953#128.0374755859375#128.0374755859375#128.0374755859375#128.0374755859375#127.76480865478516,0#0#0#0#0#0#0,1#1#1#1#1#1#1,0#0#0#0#0#0#0,0#959#1005#1357#1370#1481#1688,0#0#1#0#0#0#1,0#0#2#0#0#0#2,0#0#34#0#0#0#6,0#0#34#0#0#0#6,0#12#1#2#7#37#5,0#0#0#0#0#0#0,0#1#1#0#0#0#0,0#1#1#0#0#0#0,442.json,NotBuggy,NotBuggy,
1997,12#12#15#18#18#18#18#18,0.0028882105834782124#0.0037049674428999424#0.11425556987524033#0.04559355974197388#0.04466203227639198#0.04466203227639198#0.04466203227639198#0.04587562009692192,4.50773062511448E-4#8.516990293778427E-4#0.25252733416486695#0.12847994562871826#0.1646658231332991#0.1646658231332991#0.1646658231332991#0.2427115488385307,5#4#1#1#1#1#1#1,4#4#3#4#4#4#4#4,9#8#4#5#5#5#5#5,5#5#5#6#6#6#6#6,2.75#2.75#2.73#2.66#2.66#2.66#2.66#2.66,4#4#2#2#2#2#2#2,10#9#4#5#5#5#5#5,91.0#88.0#62.0#73.0#72.0#72.0#72.0#70.0,97.86671447753906#98.09312438964844#96.24715423583984#92.11650848388672#92.23609161376953#92.23609161376953#92.23609161376953#92.4324722290039,0#0#0#0#0#0#0#0,2#2#2#2#2#2#2#2,0#0#0#0#0#0#0#0,0#704#861#904#904#1237#1324#1626,0#1#10#3#1#0#0#1,0#2#16#3#2#0#0#2,0#12#171#100#7#0#0#10,0#12#181#100#7#0#0#10,0#93#17#6#11#28#39#20,0#0#0#0#0#0#0#0,0#0#0#0#1#0#0#0,0#0#0#0#1#0#0#0,1057.json,NotBuggy,NotBuggy,
938,3#3#3#3,0.575329601764679#0.575329601764679#0.575329601764679#0.575329601764679,0.9700359294405114#0.9700359294405114#0.9700359294405114#0.9700359294405114,0#0#0#0,0#0#0#0,0#0#0#0,1#1#1#1,1.89#1.89#1.89#1.89,0#0#0#0,0#0#0#0,11.0#11.0#11.0#11.0,134.26058959960938#134.26058959960938#134.26058959960938#134.26058959960938,0#0#0#0,0#0#0#0,0#0#0#0,0#138#261#265,0#0#0#0,0#0#0#0,0#0#0#0,0#0#0#0,0#39#17#39,0#0#0#0,0#0#0#0,0#0#0#0,1110.json,NotBuggy,NotBuggy,
2644,3#3#3,0.9437154531478882#0.9437154531478882#0.9437154531478882,0.9157245439517159#0.9157245439517159#0.9157245439517159,0#0#0,0#0#0,0#0#0,1#1#1,1.89#1.89#1.89,0#0#0,0#0#0,16.0#16.0#16.0,131.46876525878906#131.46876525878906#131.46876525878906,0#0#0,1#1#1,0#0#0,0#1971#1981,0#0#0,0#0#0,0#0#0,0#0#0,0#0#1,0#0#0,0#0#0,0#0#0,622.json,NotBuggy,NotBuggy,
3158,9#4#4#4#4,0.38610726594924927#0.3626321852207184#0.3626321852207184#0.3626321852207184#0.3845963776111603,0.27977611954854#0.28979165278026164#0.28979165278026164#0.28979165278026164#0.25824902219158896,0#0#0#0#0,0#0#0#0#0,0#0#0#0#0,2#1#1#1#1,2.95#2.0#2.0#2.0#2.0,1#0#0#0#0,2#2#2#2#2,45.0#34.0#34.0#34.0#35.0,106.82909393310547#121.99011993408203#121.99011993408203#121.99011993408203#121.77641296386719,0#0#0#0#0,1#1#1#1#1,1#1#1#1#1,0#1#591#2485#2818,0#1#0#0#2,0#7#0#0#4,0#119#0#0#22,0#99#0#0#22,0#2#3#5#11,0#0#0#0#0,0#0#0#0#0,0#0#0#0#0,1458.json,NotBuggy,NotBuggy,
2030,3#3#3#3#3#3#3,0.6518692374229431#0.6518692374229431#0.7421003580093384#0.7421003580093384#0.7421003580093384#0.7421003580093384#0.8859724998474121,0.9379183266437937#0.9379183266437937#0.91114734040109#0.91114734040109#0.91114734040109#0.91114734040109#0.9558745253834515,0#0#0#0#0#0#0,0#0#0#0#0#0#0,0#0#0#0#0#0#0,1#1#1#1#1#1#1,1.89#1.89#1.89#1.89#1.89#1.89#1.89,0#0#0#0#0#0#0,1#1#1#1#1#1#0,15.0#15.0#15.0#15.0#15.0#15.0#12.0,132.086669921875#132.086669921875#132.086669921875#132.086669921875#132.086669921875#132.086669921875#133.59722900390625,0#0#0#0#0#0#0,0#0#0#0#0#0#0,0#0#0#0#0#0#0,0#959#1248#1357#1370#1481#1680,0#0#1#0#0#0#1,0#0#2#0#0#0#2,0#0#15#0#0#0#12,0#0#15#0#0#0#12,0#12#65#2#7#37#26,0#0#0#0#0#0#0,0#1#0#0#0#0#0,0#1#0#0#0#0#0,426.json,NotBuggy,NotBuggy,
2795,3#3,0.6862946152687073#0.6862946152687073,0.874406712810407#0.874406712810407,0#0,0#0,0#0,1#1,1.89#1.89,0#0,0#0,15.0#15.0,132.086669921875#132.086669921875,0#0,1#1,0#0,0#2122,0#0,0#0,0#0,0#0,0#0,0#0,0#0,0#0,275.json,NotBuggy,NotBuggy,
760,3#3#3#3,0.8556093573570251#0.78561931848526#0.78561931848526#0.78561931848526,0.8806219239539156#0.9519223855938196#0.9519223855938196#0.9519223855938196,0#0#0#0,0#0#0#0,0#0#0#0,1#1#1#1,1.89#1.89#1.89#1.89,0#0#0#0,1#1#1#1,19.0#15.0#15.0#15.0,130.34019470214844#132.25152587890625#132.25152587890625#132.25152587890625,0#0#0#0,0#0#0#0,0#0#0#0,0#83#87#88,0#3#0#0,0#6#0#0,0#67#0#0,0#43#0#0,0#17#39#0,0#0#0#0,0#0#0#0,0#0#0#0,737.json,NotBuggy,NotBuggy,
2644,3#3#3#3,0.11012627184391022#0.11012627184391022#0.11012627184391022#0.04879533872008324,0.31853016771434217#0.31853016771434217#0.31853016771434217#0.5010970532704835,0#0#0#0,0#0#0#0,0#0#0#0,1#1#1#1,1.89#1.89#1.89#1.89,0#0#0#0,2#2#2#1,29.0#29.0#29.0#25.0,127.8512954711914#127.8512954711914#127.8512954711914#128.712890625,0#0#0#0,0#0#0#0,0#0#0#0,0#1971#1981#2260,0#0#0#2,0#0#0#4,0#0#0#32,0#0#0#32,0#0#1#7,0#0#0#0,0#0#0#0,0#0#0#0,621.json,NotBuggy,NotBuggy,
3450,10#11#11#11#13#13#6,0.038314126431941986#0.015149600803852081#0.015952957794070244#0.022547947242856026#0.016535615548491478#0.016535615548491478#0.01433569099754095,0.0030376167646616694#0.0052525668026880065#0.005191211283981487#0.007396266629872091#0.0029108303584992816#0.0029108303584992816#0.07748818876790324,2#1#1#1#1#1#0,2#1#1#1#1#1#0,4#2#2#2#2#2#0,3#3#3#3#3#3#1,3.6#3.45#3.45#3.45#3.72#3.72#3.59,2#2#2#2#2#2#0,5#7#7#7#9#9#8,74.0#74.0#74.0#72.0#81.0#81.0#47.0,102.12516021728516#100.71388244628906#100.71388244628906#100.85635375976562#97.40486145019531#97.40486145019531#113.61502838134766,0#0#0#0#0#0#0,1#1#1#1#1#1#1,2#3#3#3#3#3#0,0#155#357#1515#2668#2777#3122,0#3#1#1#7#0#4,0#5#2#2#12#0#15,0#88#8#17#152#0#268,0#86#7#17#144#0#267,0#7#3#3#65#5#5,0#0#0#0#0#0#0,0#0#0#0#0#0#1,0#0#0#0#0#0#0,1533.json,NotBuggy,NotBuggy,
1293,8#8#11#11,0.03144688904285431#0.029920140281319618#0.005491132382303476#0.027835292741656303,0.0014775055614922575#0.001987317931830073#1.9461825088994296E-4#0.008028957197809257,1#1#2#2,1#1#2#2,2#2#4#4,2#2#3#3,2.4#2.4#2.31#2.31,1#1#1#1,6#6#8#6,70.0#69.0#88.0#70.0,106.39179229736328#106.51447296142578#99.59947204589844#100.95687866210938,0#0#0#0,1#1#1#1,2#2#2#2,0#620#916#922,0#1#0#2,0#2#0#4,0#7#162#108,0#7#99#108,0#39#0#4,0#0#0#0,0#0#0#0,0#0#0#0,795.json,NotBuggy,NotBuggy,
1293,3#3#3#3#3#3,0.023752061650156975#0.027550108730793#0.027550108730793#0.20009779930114746#0.20009779930114746#0.20009779930114746,0.45544761667670786#0.4186232497576683#0.4186232497576683#0.6047639794455942#0.6047639794455942#0.6047639794455942,0#0#0#0#0#0,0#0#0#0#0#0,0#0#0#0#0#0,1#1#1#1#1#1,1.89#1.89#1.89#1.89#1.89#1.89,0#0#0#0#0#0,0#0#0#0#0#0,27.0#27.0#27.0#22.0#22.0#22.0,128.31268310546875#128.31268310546875#128.31268310546875#129.28781127929688#129.28781127929688#129.28781127929688,0#0#0#0#0#0,1#1#1#1#1#1,0#0#0#0#0#0,0#493#620#922#1186#1208,0#1#0#1#0#0,0#2#0#2#0#0,0#9#0#14#0#0,0#9#0#14#0#0,0#39#39#11#43#1,0#0#0#0#0#0,0#0#0#0#0#0,0#0#0#0#0#0,905.json,NotBuggy,NotBuggy,
3229,3#3#3#3#3#3#3#3#3,0.8714024424552917#0.8714024424552917#0.8714024424552917#0.8714024424552917#0.8714024424552917#0.8714024424552917#0.6686644554138184#0.8800655007362366#0.7364888191223145,0.9612640214151162#0.9612640214151162#0.9612640214151162#0.9612640214151162#0.9612640214151162#0.9612640214151162#0.9241632758655599#0.8295250669057591#0.9563561067683602,0#0#0#0#0#0#0#1#0,0#0#0#0#0#0#0#1#0,0#0#0#0#0#0#0#2#0,1#1#1#1#1#1#1#2#1,1.89#1.89#1.89#1.89#1.89#1.89#1.89#1.89#1.89,0#0#0#0#0#0#0#0#0,0#0#0#0#0#0#1#1#1,12.0#12.0#12.0#12.0#12.0#12.0#15.0#20.0#15.0,133.59722900390625#133.59722900390625#133.59722900390625#133.59722900390625#133.59722900390625#133.59722900390625#132.25152587890625#129.95594787597656#132.25152587890625,0#0#0#0#0#0#0#0#0,0#0#0#0#0#0#0#0#0,0#0#0#0#0#0#0#0#0,0#44#89#93#292#405#2447#2556#3122,0#0#0#0#0#0#2#2#3,0#0#0#0#0#0#4#4#6,0#0#0#0#0#0#17#31#32,0#0#0#0#0#0#17#31#23,0#0#0#0#0#2#65#39#43,0#0#0#0#0#0#0#0#0,0#0#0#0#0#0#0#0#0,0#0#0#0#0#0#0#0#0,1128.json,NotBuggy,NotBuggy,
800,4#4#4#4#3#4#4,0.0015181025955826044#0.0015181025955826044#0.0015181025955826044#0.006268084980547428#0.01690332032740116#0.006268084980547428#0.003823984181508422,0.44659710180560963#0.44659710180560963#0.44659710180560963#0.7228447844653128#0.8383261262770385#0.7228447844653128#0.5628487553104298,0#0#0#0#0#0#0,0#0#0#0#0#0#0,0#0#0#0#0#0#0,1#1#1#1#1#1#1,2.0#2.0#2.0#2.0#1.89#2.0#2.0,0#0#0#0#0#0#0,2#2#2#2#1#2#3,29.0#29.0#29.0#22.0#17.0#22.0#26.0,123.19084167480469#123.19084167480469#123.19084167480469#125.02987670898438#131.28770446777344#125.02987670898438#123.94486236572266,0#0#0#0#0#0#0,1#1#1#1#1#1#1,0#0#0#0#0#0#0,0#123#127#423#452#457#472,0#0#0#1#0#1#1,0#0#0#2#1#1#2,0#0#0#42#41#41#27,0#0#0#42#37#37#27,0#17#39#22#15#4#33,0#0#0#0#0#0#0,0#0#0#0#0#0#1,0#0#0#0#0#0#1,1166.json,NotBuggy,NotBuggy,
1293,3#3,0.9697259664535522#0.9697259664535522,0.9584540844611166#0.9584540844611166,0#0,0#0,0#0,1#1,1.89#1.89,0#0,0#0,15.0#15.0,131.9385528564453#131.9385528564453,0#0,1#1,0#0,0#620,0#0,0#0,0#0,0#0,0#39,0#0,0#0,0#0,1001.json,NotBuggy,NotBuggy,
1293,9#9,0.08328564465045929#0.08328564465045929,0.18194120408231743#0.18194120408231743,0#0,0#0,0#0,2#2,2.27#2.27,1#1,4#4,53.0#53.0,106.25163269042969#106.25163269042969,0#0,1#1,2#2,0#620,0#0,0#0,0#0,0#0,0#39,0#0,0#0,0#0,1045.json,NotBuggy,NotBuggy,
782,3#3#3#3#3#3,0.7185721397399902#0.7185721397399902#0.7332041263580322#0.7332041263580322#0.7332041263580322#0.7332041263580322,0.924725438235513#0.924725438235513#0.9565319444450656#0.9565319444450656#0.9565319444450656#0.9565319444450656,0#0#0#0#0#0,0#0#0#0#0#0,0#0#0#0#0#0,1#1#1#1#1#1,1.89#1.89#1.89#1.89#1.89#1.89,0#0#0#0#0#0,0#0#0#0#0#0,14.0#14.0#14.0#14.0#14.0#14.0,132.4454345703125#132.4454345703125#132.4454345703125#132.4454345703125#132.4454345703125#132.4454345703125,0#0#0#0#0#0,0#0#0#0#0#0,0#0#0#0#0#0,0#109#109#174#405#433,0#0#3#0#0#0,0#0#6#0#0#0,0#0#12#0#0#0,0#0#0#0#0#0,0#39#6#5#22#53,0#0#0#0#0#0,0#0#0#0#0#0,0#0#0#0#0#0,743.json,NotBuggy,NotBuggy,
1293,3#3#3#3,0.5694120526313782#0.5694120526313782#0.5694120526313782#0.6438350677490234,0.9562114589508054#0.9562114589508054#0.9562114589508054#0.8912415663799662,0#0#0#0,0#0#0#0,0#0#0#0,1#1#1#1,1.89#1.89#1.89#1.89,0#0#0#0,0#0#0#0,12.0#12.0#12.0#15.0,133.59722900390625#133.59722900390625#133.59722900390625#131.9385528564453,0#0#0#0,0#0#0#0,0#0#0#0,0#616#620#943,0#0#0#2,0#0#0#4,0#0#0#26,0#0#0#26,0#17#39#26,0#0#0#0,0#0#0#0,0#0#0#0,1115.json,NotBuggy,NotBuggy,
782,11#11#7#7#16,0.020326286554336548#0.020326286554336548#0.12049192190170288#0.06878677010536194#0.006954307202249765,8.365935872137361E-4#8.365935872137361E-4#8.73506111681513E-4#4.7308410481008354E-4#0.04411266065666217,1#1#1#1#1,1#1#1#1#1,2#2#2#2#2,2#2#2#2#2,3.45#3.45#1.81#1.81#3.73,1#1#0#0#1,2#2#2#2#11,80.0#80.0#71.0#74.0#77.0,100.24982452392578#100.24982452392578#108.22958374023438#107.97738647460938#94.57701873779297,0#0#0#0#0,1#1#1#1#1,2#2#3#3#2,0#109#454#473#710,0#0#3#1#16,0#0#10#2#22,0#0#182#20#467,0#0#168#20#383,0#39#2#42#40,0#0#0#0#0,0#0#1#0#1,0#0#1#0#1,1251.json,NotBuggy,NotBuggy,
3070,3#3#3#4#4#3#3#3#3,0.8129423260688782#0.8014995455741882#0.7906485199928284#0.7431144118309021#0.7431144118309021#0.4947933852672577#0.13377128541469574#0.13653457164764404#0.12576396763324738,0.7534459506501037#0.6850533691871654#0.6575482586127259#0.3457597246377937#0.3457597246377937#0.6480771582102358#0.6084769887984182#0.6284266948089788#0.6516043761699801,0#0#0#0#0#0#0#0#0,0#0#0#0#0#0#0#0#0,0#0#0#0#0#0#0#0#0,1#1#1#1#1#1#1#1#1,1.89#1.89#1.89#2.0#2.0#1.89#1.89#1.89#1.89,0#0#0#0#0#0#0#0#0,0#0#0#1#1#1#1#1#1,20.0#20.0#20.0#30.0#30.0#21.0#22.0#22.0#22.0,130.07347106933594#130.07347106933594#130.07347106933594#122.7774429321289#122.7774429321289#129.7158966064453#129.37762451171875#129.37762451171875#129.37762451171875,0#0#0#0#0#0#0#0#0,1#1#1#1#1#1#1#1#1,0#0#0#1#1#0#0#0#0,0#65#1777#2288#2397#2700#2720#2748#2867,0#3#1#2#0#0#2#1#1,0#6#2#3#0#1#4#2#2,0#12#6#104#0#85#14#6#8,0#0#6#100#0#81#14#6#8,0#0#93#65#39#1#26#36#66,0#0#0#0#0#0#0#0#0,0#0#0#0#0#0#0#0#1,0#0#0#0#0#0#0#0#0,1209.json,NotBuggy,NotBuggy,
782,3#3#3,0.15550677478313446#0.15550677478313446#0.15550677478313446,0.9421478555774404#0.9421478555774404#0.9421478555774404,0#0#0,0#0#0,0#0#0,1#1#1,1.89#1.89#1.89,0#0#0,0#0#0,12.0#12.0#12.0,133.59722900390625#133.59722900390625#133.59722900390625,0#0#0,0#0#0,0#0#0,0#109#500,0#0#0,0#0#0,0#0#0,0#0#0,0#39#4,0#0#0,0#0#0,0#0#0,1259.json,NotBuggy,NotBuggy,
2795,7#7,0.9768270254135132#0.9768270254135132,0.37463827772558556#0.37463827772558556,0#0,0#0,0#0,1#1,1.81#1.81,0#0,5#5,45.0#45.0,111.34391021728516#111.34391021728516,0#0,0#0,2#2,0#2122,0#0,0#0,0#0,0#0,0#0,0#0,0#0,0#0,277.json,NotBuggy,NotBuggy,
2498,19#19,0.007893462665379047#0.007893462665379047,3.9086124300762944E-7#3.9086124300762944E-7,7#7,6#6,13#13,7#7,3.5#3.5,5#5,18#18,149.0#149.0,87.1677474975586#87.1677474975586,0#0,1#1,3#3,0#2121,0#0,0#0,0#0,0#0,0#0,0#0,0#0,0#0,294.json,NotBuggy,NotBuggy,
3106,3#3#3#3#3#3,0.6834186911582947#0.6834186911582947#0.6834186911582947#0.6834186911582947#0.6834186911582947#0.46271899342536926,0.8466108641962653#0.8466108641962653#0.8466108641962653#0.8466108641962653#0.8466108641962653#0.7277387623243169,0#0#0#0#0#0,0#0#0#0#0#0,0#0#0#0#0#0,1#1#1#1#1#1,1.89#1.89#1.89#1.89#1.89#1.89,0#0#0#0#0#0,1#1#1#1#1#1,17.0#17.0#17.0#17.0#17.0#20.0,131.28770446777344#131.28770446777344#131.28770446777344#131.28770446777344#131.28770446777344#130.07347106933594,0#0#0#0#0#0,1#1#1#1#1#1,0#0#0#0#0#0,0#297#2442#2722#2722#2839,0#0#0#0#0#1,0#0#0#0#0#2,0#0#0#0#0#9,0#0#0#0#0#9,0#2#3#0#5#3,0#0#0#0#0#0,0#0#0#0#0#0,0#0#0#0#0#0,68.json,NotBuggy,NotBuggy,
1293,3#3#3#3#3,0.45728710293769836#0.6504179835319519#0.6504179835319519#0.6504179835319519#0.6454079747200012,0.8902678885781755#0.8611823201026718#0.8611823201026718#0.8611823201026718#0.8915188778155019,0#0#0#0#0,0#0#0#0#0,0#0#0#0#0,1#1#1#1#1,1.89#1.89#1.89#1.89#1.89,0#0#0#0#0,1#1#1#1#1,15.0#16.0#16.0#16.0#15.0,132.25152587890625#131.60296630859375#131.60296630859375#131.60296630859375#132.086669921875,0#0#0#0#0,0#0#0#0#0,0#0#0#0#0,0#493#616#620#998,0#1#0#0#1,0#2#0#0#2,0#19#0#0#5,0#19#0#0#5,0#39#17#39#15,0#0#0#0#0,0#0#0#0#0,0#0#0#0#0,1098.json,NotBuggy,NotBuggy,
997,18#18#18#18#18,9.42303566262126E-4#3.032202657777816E-4#3.032202657777816E-4#9.233762393705547E-4#9.233762393705547E-4,7.168877507722498E-7#1.740334208381437E-7#1.740334208381437E-7#1.1841536116254847E-6#1.1841536116254847E-6,5#5#5#5#5,3#3#3#3#3,8#8#8#8#8,5#5#5#5#5,4.18#4.18#4.18#4.18#4.18,3#3#3#3#3,11#11#11#11#11,139.0#146.0#146.0#134.0#134.0,88.50972747802734#88.22430419921875#88.22430419921875#88.61280822753906#88.61280822753906,0#0#0#0#0,1#2#2#2#2,4#4#4#4#4,0#14#324#613#614,0#2#0#2#2,0#4#0#4#4,0#76#0#62#0,0#76#0#62#0,0#3#0#2#1,0#0#0#0#0,0#1#0#0#0,0#1#0#0#0,249.json,NotBuggy,NotBuggy,
1135,6#6#6#6#6#6,0.44718828797340393#0.44718828797340393#0.44718828797340393#0.44718828797340393#0.44718828797340393#0.44718828797340393,0.6763754069537579#0.6763754069537579#0.6763754069537579#0.6763754069537579#0.6763754069537579#0.6763754069537579,0#0#0#0#0#0,0#0#0#0#0#0,0#0#0#0#0#0,1#1#1#1#1#1,1.89#1.89#1.89#1.89#1.89#1.89,0#0#0#0#0#0,1#1#1#1#1#1,36.0#36.0#36.0#36.0#36.0#36.0,115.58775329589844#115.58775329589844#115.58775329589844#115.58775329589844#115.58775329589844#115.58775329589844,0#0#0#0#0#0,0#0#0#0#0#0,1#1#1#1#1#1,0#1#462#471#751#751,0#0#0#0#0#0,0#0#0#0#0#0,0#0#0#0#0#0,0#0#0#0#0#0,0#26#0#3#0#5,0#0#0#0#0#0,0#0#0#0#0#0,0#1#0#0#0#0,130.json,NotBuggy,NotBuggy,
1726,4#4#4#4#4#4#4,0.3386361598968506#0.3290947675704956#0.3290947675704956#0.3290947675704956#0.3290947675704956#0.5311442017555237#0.5285581350326538,0.5789820791066713#0.5751735282469544#0.5751735282469544#0.5751735282469544#0.5751735282469544#0.6682215126406116#0.6437707477873481,0#0#0#0#0#0#0,0#0#0#0#0#0#0,0#0#0#0#0#0#0,1#1#1#1#1#1#1,2.0#2.0#2.0#2.0#2.0#2.0#2.0,0#0#0#0#0#0#0,1#1#1#1#1#1#1,26.0#26.0#26.0#26.0#26.0#24.0#24.0,123.94486236572266#123.94486236572266#123.94486236572266#123.94486236572266#123.94486236572266#124.4649429321289#124.4649429321289,0#0#0#0#0#0#0,1#1#1#1#1#1#1,0#0#0#0#0#0#0,0#655#1053#1066#1176#1376#1440,0#0#0#0#0#1#1,0#0#0#0#0#2#2,0#1#0#0#0#5#14,0#0#0#0#0#5#14,0#12#2#7#37#26#84,0#0#0#0#0#0#0,0#1#0#0#0#0#1,0#1#0#0#0#0#1,305.json,NotBuggy,NotBuggy,
2644,9#9,0.05820399895310402#0.029614100232720375,0.01425803318286298#0.020072541040526526,0#0,0#0,0#0,2#2,3.14#3.14,1#1,3#3,62.0#61.0,105.06881713867188#105.2471923828125,0#0,1#1,1#1,0#2260,0#2,0#4,0#11,0#11,0#7,0#0,0#0,0#0,618.json,NotBuggy,NotBuggy,
3045,3#4#4#4,0.6959624290466309#0.640799343585968#0.640799343585968#0.669430673122406,0.858225841265178#0.6411876365021933#0.6411876365021933#0.6443237712132973,0#0#0#0,0#0#0#0,0#0#0#0,1#1#1#1,1.89#2.0#2.0#2.0,0#0#0#0,1#2#2#2,18.0#26.0#26.0#26.0,130.99049377441406#123.94486236572266#123.94486236572266#123.94486236572266,0#0#0#0,1#1#1#1,0#1#1#1,0#1929#2662#2994,0#1#0#1,0#1#0#2,0#65#0#20,0#61#0#20,0#6#1#4,0#0#0#0,0#1#0#0,0#1#0#0,235.json,NotBuggy,NotBuggy,
2379,3#3#3#3#3,0.0016455391887575388#0.0016455391887575388#0.0016455391887575388#0.0017342788632959127#0.0018951878882944584,0.3962839901267595#0.3962839901267595#0.3962839901267595#0.3635779371154398#0.35371801147966964,0#0#0#0#0,0#0#0#0#0,0#0#0#0#0,1#1#1#1#1,1.89#1.89#1.89#1.89#1.89,0#0#0#0#0,1#1#1#1#1,29.0#29.0#29.0#29.0#29.0,127.8512954711914#127.8512954711914#127.8512954711914#127.8512954711914#127.8512954711914,0#0#0#0#0,3#3#3#3#3,0#0#0#0#0,0#1706#1706#2272#2285,0#0#0#1#1,0#0#0#2#2,0#0#0#9#5,0#0#0#9#5,0#39#6#21#8,0#0#0#0#0,0#0#0#0#0,0#0#0#0#0,1006.json,NotBuggy,NotBuggy,
4122,21#21#21#22#22#10#10#10#10#10#10#7#7#7#10#10#10#10#10#7#7#7#10#10#10,3.4994177985936403E-4#3.4994177985936403E-4#3.4994177985936403E-4#2.890627656597644E-4#2.541292633395642E-4#0.2655036151409149#0.356689453125#0.356689453125#0.356689453125#0.356689453125#0.356689453125#0.24295145273208618#0.17366349697113037#0.16348038613796234#0.07106149196624756#0.07106149196624756#0.07106149196624756#0.07106149196624756#0.07106149196624756#0.16711701452732086#0.16711701452732086#0.17671799659729004#0.20376746356487274#0.20376746356487274#0.20376746356487274,6.832132143537208E-8#6.832132143537208E-8#6.832132143537208E-8#3.472178713714357E-8#1.1836270578666912E-8#0.13586903151213597#0.13909305859410653#0.13909305859410653#0.13909305859410653#0.13909305859410653#0.1342242689732888#0.34445203448079#0.1885466023225205#0.18047886034846825#0.0655698258521271#0.0655698258521271#0.0655698258521271#0.0655698258521271#0.0655698258521271#0.18464400505785364#0.18464400505785364#0.2112464007077263#0.43551925313842504#0.43551925313842504#0.43551925313842504,4#4#4#4#4#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0,4#4#4#4#4#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0,8#8#8#8#8#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0,8#8#8#8#8#3#3#3#3#3#3#2#2#2#3#3#3#3#3#2#2#2#2#2#2,5.11#5.11#5.11#5.11#5.11#2.53#2.53#2.53#2.53#2.53#2.53#2.56#2.56#2.56#2.53#2.53#2.53#2.53#2.53#2.56#2.56#2.56#2.99#2.99#2.99,5#5#5#5#5#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1,14#14#14#15#15#4#4#4#4#4#4#4#4#4#5#5#5#5#5#4#4#4#5#5#5,155.0#155.0#155.0#160.0#163.0#54.0#54.0#54.0#54.0#54.0#54.0#41.0#44.0#44.0#58.0#58.0#58.0#58.0#58.0#44.0#44.0#44.0#47.0#47.0#47.0,84.78673553466797#84.78673553466797#84.78673553466797#83.83722686767578#83.65320587158203#103.99407196044922#103.99407196044922#103.99407196044922#103.99407196044922#103.99407196044922#103.99407196044922#111.8573226928711#111.29065704345703#111.29065704345703#103.67457580566406#103.67457580566406#103.67457580566406#103.67457580566406#103.67457580566406#111.29065704345703#111.29065704345703#111.3536376953125#105.16954040527344#105.16954040527344#105.16954040527344,0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0,0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0,5#5#5#5#5#3#3#3#3#3#3#1#1#1#2#2#2#2#2#1#1#1#1#1#1,0#9#9#28#39#46#48#76#76#76#76#143#163#175#201#565#565#568#635#636#827#1145#2588#3449#3738,0#0#0#1#1#1#4#0#0#0#1#3#1#1#3#0#0#0#0#1#0#1#4#0#0,0#0#0#1#2#14#8#0#0#0#2#10#2#2#3#0#0#0#0#5#0#2#5#0#0,0#0#0#33#3#692#34#0#0#0#12#155#3#12#95#0#0#0#0#102#0#12#55#0#0,0#0#0#29#3#645#32#0#0#0#12#143#3#12#83#0#0#0#0#90#0#12#16#0#0,0#0#0#1#1#1#1#0#0#0#1#8#3#4#1#0#0#0#0#10#7#11#1#1#0,0#0#0#1#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0,0#0#0#1#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0,0#0#0#1#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0,1443.json,Buggy,Buggy,
